"gss_cp;""gss_insee"";""gss_ville"";""str_nom_commercial"";""sregion_lib"";""scentre_lib"";""gri_nom"""
"02340;""02678"";""STE GENEVIEVE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"24120;""24547"";""TERRASSON LAVILLEDIEU"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"36160;""36208"";""STE SEVERE SUR INDRE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"40800;""40001"";""AIRE SUR L ADOUR"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59268;""59001"";""ABANCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59268;""59085"";""BLECOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59268;""59167"";""CUVILLERS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59554;""59048"";""BANTIGNY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59112;""59011"";""ANNOEULLIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59265;""59023"";""AUBENCHEUL AU BAC"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59124;""59205"";""ESCAUDAIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59570;""59053"";""BAVAY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59570;""59441"";""OBIES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59145;""59068"";""BERLAIMONT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59145;""59556"";""SASSEGNIES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59199;""59114"";""BRUILLE ST AMAND"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59360;""59136"";""LE CATEAU CAMBRESIS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59470;""59210"";""ESQUELBECQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59470;""59338"";""LEDRINGHEM"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59195;""59302"";""HERIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59266;""59312"";""HONNECOURT SUR ESCAUT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59287;""59345"";""LEWARDE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59182;""59354"";""LOFFRE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59190;""59416"";""MORBECQUE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59310;""59449"";""ORCHIES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59295;""59219"";""ESTRUN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59295;""59455"";""PAILLENCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59214;""59485"";""QUIEVY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59590;""59491"";""RAISMES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59870;""59501"";""RIEULAY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59490;""59574"";""SOMAIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59179;""59227"";""FENAIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59380;""59576"";""SPYCKER"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59380;""59016"";""ARMBOUTS CAPPEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59239;""59592"";""THUMERIES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59297;""59623"";""VILLERS GUISLAIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59114;""59580"";""STEENVOORDE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59670;""59662"";""WINNEZEELE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"59470;""59318"";""HOUTKERQUE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62120;""62014"";""AIRE SUR LA LYS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62610;""62038"";""ARDRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62580;""62039"";""ARLEUX EN GOHELLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62580;""62358"";""FRESNOY EN GOHELLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62044"";""ATTIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62661"";""BOUIN PLUMOISON"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62046"";""AUBIN ST VAAST"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62990;""62236"";""CONTES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62990;""62552"";""MARESQUEL ECQUEMICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62060"";""AUXI LE CHATEAU"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62891"";""WILLENCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62665"";""LE PONCHEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62810;""62507"";""LIENCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62810;""62092"";""BEAUFORT BLAVINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62810;""62511"";""LIGNEREUIL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62096"";""BEAUMETZ LES CAMBRAI"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62493"";""LEBUCQUIERE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62840"";""VELU"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62990;""62100"";""BEAURAINVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62990;""62501"";""LESPINOY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62410"";""HAPLINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62082"";""BARASTRE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62117"";""BERTINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62124"";""BEUTIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62121;""62597"";""MOYENNEVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62121;""62406"";""HAMELINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62150"";""BOISJEAN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62289"";""ECUIRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62499"";""LEPINE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62870"";""WAILLY BEAUCAMP"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62153"";""BOMY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62168"";""BOURTHES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62886"";""WICQUINGHEM"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62183"";""BUIRE LE SEC"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62538"";""MAINTENAY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62182;""62858"";""VILLERS LES CAGNICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62182;""62192"";""CAGNICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62196"";""LA CALOTTERIE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62535"";""LA MADELAINE SOUS MONTREUIL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62204"";""CAMPAGNE LES HESDIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62206"";""CAMPIGNEULLES LES GRANDES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62207"";""CAMPIGNEULLES LES PETITES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62549"";""MARCONNE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62395"";""GUIGNY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62212"";""CAPELLE LES HESDIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62175"";""BREVILLERS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62596"";""MOURIEZ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62214"";""CARLY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62773"";""SAMER"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62219"";""CAUMONT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62822"";""TOLLENT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62481"";""LABROYE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62021"";""ALETTE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62227"";""CLENLEU"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62134"";""BIMONT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62670"";""PREURES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62123"";""BEUSSENT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62585"";""MONTCAVREL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62380;""62229"";""CLETY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62121;""62248"";""COURCELLES LE COMTE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62780;""62261"";""CUCQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62155;""62571"";""MERLIMONT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62752"";""ST JOSSE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62251"";""COURSET"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62273"";""DOUDEAUVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62648"";""PARENTY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62172;""62170"";""BOUVIGNY BOYEFFLES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62524"";""LONGFOSSE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62128;""62619"";""NOREUIL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62128;""62185"";""BULLECOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62128;""62285"";""ECOUST ST MEIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62318"";""ETAPLES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62885"";""WESTREHEM"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62327"";""FEBVIN PALFART"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62336"";""FLECHIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62122"";""BEUGNY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62450;""62353"";""FREMICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62354"";""FRENCQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62270;""62795"";""SIBIVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62270;""62631"";""NUNCQ HAUTECOTE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62270;""62791"";""SERICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62382"";""GOUY ST ANDRE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62128;""62392"";""GUEMAPPE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62128;""62426"";""HENINEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62887"";""WIDEHEM"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62402"";""HALINGHEN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62821"";""TINGRY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62147;""62421"";""HAVRINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62147;""62830"";""TRESCAULT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62147;""62384"";""GRAINCOURT LES HAVRINCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62990;""62745"";""ST DENOEUX"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62787"";""SEMPY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62466"";""HUMBERT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62159;""62484"";""LAGNICOURT MARCEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62591"";""MORCHIES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62095"";""BEAUMETZ LES AIRE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62960;""62485"";""LAIRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62134;""62668"";""PREDEFIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62120;""62486"";""LAMBRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62176"";""BREXENT ENOCQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62832"";""TUBERSENT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62496"";""LEFAUX"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62134;""62519"";""LISBOURG"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62268"";""DESVRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62896"";""WIRWIGNES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62554"";""MARESVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62241"";""CORMONT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62527"";""LONGVILLIERS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62116"";""BERNIEULLES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62723"";""ROUSSENT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62447"";""HESDIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62388"";""GRIGNY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62770;""62647"";""LE PARCQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62550"";""MARCONNELLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62566"";""MENNEVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62240;""62759"";""ST MARTIN CHOQUEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62124;""62572"";""METZ EN COUTURE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62588"";""MONTREUIL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62094"";""BEAUMERIE ST MARTIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62690"";""RAYE SUR AUTHIE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62824"";""TORTEFONTAINE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62700"";""REGNAUVILLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62370;""62621"";""NORTKERQUE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62370"";""GENNES IVERGNY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62370;""62057"";""AUDRUICQ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62127"";""BEZINGHEM"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62179;""62307"";""ESCALLES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62231;""62654"";""PEUPLINGUES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62340;""62156"";""BONNINGUES LES CALAIS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62398"";""GUISY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62650;""62296"";""ENQUIN SUR BAILLONS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62180;""62016"";""AIRON ST VAAST"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62180;""62688"";""RANG DU FLIERS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62180;""62015"";""AIRON NOTRE DAME"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62677"";""LE QUESNOY EN ARTOIS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62222"";""CHERIENNES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62182;""62424"";""HENDECOURT LES CAGNICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62182;""62709"";""RIENCOURT LES CAGNICOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62130;""62717"";""ROELLECOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62127;""62514"";""LIGNY ST FLOCHEL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62743"";""STE AUSTREBERTHE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62370;""62748"";""ST FOLQUIN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62162;""62766"";""ST OMER CAPELLE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62370;""62756"";""STE MARIE KERQUE"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62783"";""SAULCHOY"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62275"";""DOURIEZ"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62870;""62768"";""ST REMY AU BOIS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62170;""62799"";""SORRUS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62850;""62803"";""SURQUES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62850;""62076"";""BAINGHEN"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62630;""62460"";""HUBERSENT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62830;""62483"";""LACRES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62140;""62834"";""VACQUERIETTE ERQUIERES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62345"";""FONTAINE L ETALON"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62390;""62683"";""QUOEUX HAUT MAINIL"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62770;""62749"";""ST GEORGES"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62159;""62839"";""VAULX VRAUCOURT"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62180;""62849"";""VERTON"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
"62490;""62865"";""VITRY EN ARTOIS"";""CIRCET"";""IDF"";""CIRCET-PARIS"";""CIRCET 75"""
